id,OBJECTID,taz,type,town,state,town_state,mpo,in_brmpo,subregion,Shape_Leng,Shape_Area,WeightSum,WeightxHRSum,WeightxDRSum,WeightxMRSum,Weighted_Average_HR,Weighted_Average_DR,Weighted_Average_MR,,Weighted_Average_MR_2010,MR25,Match_MR25,PERCENT DIFF,Weighted_Average_DR_2010,DR25,Match_DR25,PERCENT DIFF,Weighted_Average_HR_2010,HR25,Match_HR25,PERCENT DIFF
4639,3400,3205,I,BARNSTABLE,MA,"BARNSTABLE,MA",CCC,0,,11350.56936,5005202.034,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4912,3401,3217,I,OAK BLUFFS,MA,"OAK BLUFFS,MA",MVC,0,,5076.903869,1323200.723,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4640,3402,3206,I,BARNSTABLE,MA,"BARNSTABLE,MA",CCC,0,,6970.133077,2421430.573,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4641,3403,3207,I,BARNSTABLE,MA,"BARNSTABLE,MA",CCC,0,,8297.272744,2911031.014,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
272,3404,4126,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,1595.598942,103810.977,16,183.6803921,405,5884.369906,11.48002451,25.3125,367.7731191,,253.7634522,248.5313342,DIFF,0.979381909,17.465625,17.465625,SAME,1,7.921216911,6.602517719,DIFF,0.833523156
4694,3405,3208,I,BARNSTABLE,MA,"BARNSTABLE,MA",CCC,0,,6771.73337,1751045.927,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4646,3406,3209,I,SANDWICH,MA,"SANDWICH,MA",CCC,0,,8618.512406,2737602.973,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4682,3407,3218,I,FALMOUTH,MA,"FALMOUTH,MA",CCC,0,,5688.805176,1480452.235,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4648,3408,3210,I,SANDWICH,MA,"SANDWICH,MA",CCC,0,,12295.36766,4893293.805,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4653,3409,3211,I,BARNSTABLE,MA,"BARNSTABLE,MA",CCC,0,,9532.578665,3482401.635,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
276,3410,4127,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,1271.16601,40169.04574,16,169.9106226,385.0812743,5227.012562,10.61941391,24.06757964,326.6882851,,225.4149168,222.7411506,DIFF,0.988138468,16.60662995,16.12247154,DIFF,0.970845475,7.3273956,6.064581935,DIFF,0.827658593
4654,3411,3212,I,BARNSTABLE,MA,"BARNSTABLE,MA",CCC,0,,12211.49291,6449399.601,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
516,3412,3352,I,EVERETT,MA,"EVERETT,MA",BRMPO,1,ICC,4499.776046,649815.0636,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4659,3413,3213,I,SANDWICH,MA,"SANDWICH,MA",CCC,0,,13369.78619,7497425.203,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4660,3414,3214,I,MASHPEE,MA,"MASHPEE,MA",CCC,0,,8699.046976,4336525.057,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1040,3415,3835,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,3430.415008,439925.0436,16,34.86228586,108.325097,1380.488775,2.178892866,6.770318563,86.28054842,,59.53357841,58.86032793,DIFF,0.988691248,4.671519809,2.734886153,DIFF,0.585438201,1.503436078,0.943365442,DIFF,0.627472931
4917,3416,3215,I,TISBURY,MA,"TISBURY,MA",MVC,0,,7779.569373,1884193.489,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4906,3417,3216,I,OAK BLUFFS,MA,"OAK BLUFFS,MA",MVC,0,,4368.749692,693052.823,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
300,3418,3836,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,1964.642734,190815.9944,16,78.96621495,258.1357974,3633.334893,4.935388435,16.13348734,227.0834308,,156.6875673,152.7827145,DIFF,0.975078733,11.13210626,9.47213456,DIFF,0.85088431,3.40541802,2.751689141,DIFF,0.808032707
4683,3419,3219,I,FALMOUTH,MA,"FALMOUTH,MA",CCC,0,,5538.089183,1525240.253,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4684,3420,3220,I,FALMOUTH,MA,"FALMOUTH,MA",CCC,0,,10420.21287,3394096.911,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2713,3421,3221,I,PLYMOUTH,MA,"PLYMOUTH,MA",OCPC,0,,19468.66224,11368889.99,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5807,3422,3687,I,GREENFIELD,MA,"GREENFIELD,MA",FRCOG,0,,5681.033125,1201368.803,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4687,3423,3222,I,BOURNE,MA,"BOURNE,MA",CCC,0,,4852.357952,909336.3556,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4688,3424,3223,I,BOURNE,MA,"BOURNE,MA",CCC,0,,8477.074461,1719917.192,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2127,3425,3688,I,LOWELL,MA,"LOWELL,MA",NMCOG,0,,4539.4314,938247.8662,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4689,3426,3224,I,BOURNE,MA,"BOURNE,MA",CCC,0,,11916.75129,1358049.942,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
616,3427,4147,I,SOMERVILLE,MA,"SOMERVILLE,MA",BRMPO,1,ICC,2106.53537,221243.841,16,84.88738976,201.5678987,2895.896967,5.30546186,12.59799367,180.9935604,,124.8855567,123.8468274,DIFF,0.991682551,8.692615632,7.86262978,DIFF,0.904518285,3.660768683,3.303691622,DIFF,0.902458447
4691,3428,3225,I,BOURNE,MA,"BOURNE,MA",CCC,0,,9249.086175,4428983.323,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4697,3429,3226,I,MASHPEE,MA,"MASHPEE,MA",CCC,0,,22290.75623,6906704.736,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4698,3430,3227,I,BARNSTABLE,MA,"BARNSTABLE,MA",CCC,0,,5982.451866,1963422.298,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
299,3431,3837,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,2263.579686,241215.6247,16,78.96621495,258.1357974,3633.334893,4.935388435,16.13348734,227.0834308,,156.6875673,152.7827145,DIFF,0.975078733,11.13210626,9.47213456,DIFF,0.85088431,3.40541802,2.751689141,DIFF,0.808032707
4705,3432,3228,I,BARNSTABLE,MA,"BARNSTABLE,MA",CCC,0,,5577.700804,1978220.353,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4706,3433,3229,I,BARNSTABLE,MA,"BARNSTABLE,MA",CCC,0,,4497.215437,966676.788,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1174,3434,3265,I,BEVERLY,MA,"BEVERLY,MA",BRMPO,1,NSTF,3215.834052,429211.7589,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4710,3435,3230,I,BARNSTABLE,MA,"BARNSTABLE,MA",CCC,0,,4839.394622,837785.2408,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4717,3436,3231,I,SANDWICH,MA,"SANDWICH,MA",CCC,0,,9091.53047,1746134.768,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1176,3437,3267,I,BEVERLY,MA,"BEVERLY,MA",BRMPO,1,NSTF,2693.311657,388153.6333,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4718,3438,3232,I,SANDWICH,MA,"SANDWICH,MA",CCC,0,,8501.827748,4025163.205,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5009,3439,3238,I,NANTUCKET,MA,"NANTUCKET,MA",NPEDC,0,,12719.16765,6279407.303,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5005,3440,3233,I,NANTUCKET,MA,"NANTUCKET,MA",NPEDC,0,,26813.25303,24797176.86,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5011,3441,3234,I,NANTUCKET,MA,"NANTUCKET,MA",NPEDC,0,,88448.25058,39570115.8,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5001,3442,3235,I,NANTUCKET,MA,"NANTUCKET,MA",NPEDC,0,,12472.52045,2105922.87,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5007,3443,3241,I,NANTUCKET,MA,"NANTUCKET,MA",NPEDC,0,,4661.46219,1241827.771,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5003,3444,3236,I,NANTUCKET,MA,"NANTUCKET,MA",NPEDC,0,,9211.152549,3308680.95,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
791,3445,3273,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,3444.47459,536581.9826,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5008,3446,3237,I,NANTUCKET,MA,"NANTUCKET,MA",NPEDC,0,,19305.23159,9439161.549,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5010,3447,3239,I,NANTUCKET,MA,"NANTUCKET,MA",NPEDC,0,,15277.02913,9050805.621,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5004,3448,3240,I,NANTUCKET,MA,"NANTUCKET,MA",NPEDC,0,,5972.079815,2021684.658,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
789,3449,3274,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,3296.989241,365873.2874,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
5006,3450,3242,I,NANTUCKET,MA,"NANTUCKET,MA",NPEDC,0,,6424.125317,1920270.234,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4723,3451,3243,I,HARWICH,MA,"HARWICH,MA",CCC,0,,9940.86095,3241197.648,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4726,3452,3244,I,HARWICH,MA,"HARWICH,MA",CCC,0,,9760.088892,4115426.308,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4727,3453,3245,I,HARWICH,MA,"HARWICH,MA",CCC,0,,5548.123303,1830145.064,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
788,3454,3275,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2905.317714,311355.6969,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
3136,3455,5229,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,2680.359079,465770.8211,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4761,3456,3246,I,HARWICH,MA,"HARWICH,MA",CCC,0,,14567.47399,9973237.258,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4764,3457,3256,I,DENNIS,MA,"DENNIS,MA",CCC,0,,6746.230296,1641328.581,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4745,3458,3247,I,HARWICH,MA,"HARWICH,MA",CCC,0,,12295.23254,5161827.779,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4735,3459,3250,I,ORLEANS,MA,"ORLEANS,MA",CCC,0,,10571.26587,4443073.907,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2969,3460,5238,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,1292.736787,90476.35267,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4783,3461,3248,I,BREWSTER,MA,"BREWSTER,MA",CCC,0,,15523.53191,8594415.454,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4759,3462,3254,I,YARMOUTH,MA,"YARMOUTH,MA",CCC,0,,5366.377363,1301317.008,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4768,3463,3249,I,BREWSTER,MA,"BREWSTER,MA",CCC,0,,17764.34216,15647518.7,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1205,3464,3280,I,PEABODY,MA,"PEABODY,MA",BRMPO,1,NSTF,6947.548857,2061086.27,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2794,3465,5248,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,1796.213787,164492.5493,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4740,3466,3251,I,CHATHAM,MA,"CHATHAM,MA",CCC,0,,10278.76952,4975201.17,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4762,3467,3255,I,CHATHAM,MA,"CHATHAM,MA",CCC,0,,7162.294957,2397304.321,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2779,3468,5249,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,1763.348987,98864.429,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4743,3469,3252,I,CHATHAM,MA,"CHATHAM,MA",CCC,0,,9239.818879,2569851.136,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4746,3470,3253,I,ORLEANS,MA,"ORLEANS,MA",CCC,0,,5510.417197,1704725.067,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4766,3471,3257,I,HARWICH,MA,"HARWICH,MA",CCC,0,,16429.82591,12604026.56,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4778,3472,3258,I,DENNIS,MA,"DENNIS,MA",CCC,0,,4836.587866,1126742.65,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
3158,3473,5250,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,1701.58073,107374.1678,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4784,3474,3259,I,BREWSTER,MA,"BREWSTER,MA",CCC,0,,8257.115376,2839186.712,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1179,3475,3264,I,BEVERLY,MA,"BEVERLY,MA",BRMPO,1,NSTF,6660.871834,1853188.631,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4785,3476,3260,I,BREWSTER,MA,"BREWSTER,MA",CCC,0,,9225.109705,2828850.104,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4786,3477,3261,I,HARWICH,MA,"HARWICH,MA",CCC,0,,8409.984872,3009068.712,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1921,3478,3262,I,GLOUCESTER,MA,"GLOUCESTER,MA",BRMPO,1,NSTF,32852.43029,10526268.57,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1920,3479,3263,I,GLOUCESTER,MA,"GLOUCESTER,MA",BRMPO,1,NSTF,15771.72489,9495225.811,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1183,3480,3266,I,BEVERLY,MA,"BEVERLY,MA",BRMPO,1,NSTF,7190.577817,2060041.328,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1178,3481,3268,I,BEVERLY,MA,"BEVERLY,MA",BRMPO,1,NSTF,6204.296643,1640810.71,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1237,3482,3269,I,DANVERS,MA,"DANVERS,MA",BRMPO,1,NSTF,3495.03171,537050.6556,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
771,3483,3291,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2304.333475,208271.2648,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1232,3484,3270,I,DANVERS,MA,"DANVERS,MA",BRMPO,1,NSTF,3774.655057,660884.9106,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1219,3485,3271,I,PEABODY,MA,"PEABODY,MA",BRMPO,1,NSTF,6294.10773,1751929.203,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
793,3486,3272,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,5252.196322,1249754.111,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
770,3487,3292,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2445.070681,290176.5446,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
782,3488,3276,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,4374.394315,543276.4721,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
783,3489,3277,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,3596.569786,535743.5136,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
766,3490,3278,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,7876.073996,733552.3307,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1231,3491,3279,I,DANVERS,MA,"DANVERS,MA",BRMPO,1,NSTF,9911.953592,1287103.451,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
768,3492,3293,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2306.074717,309582.2709,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
758,3493,3294,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,4778.408242,539325.0528,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
792,3494,3281,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,5488.99416,1449902.136,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
774,3495,3282,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2681.210617,324662.7561,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
767,3496,3283,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2219.528555,304931.2031,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
757,3497,3284,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,6746.387097,1438354.943,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
765,3498,3285,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,4111.126341,799085.7849,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1208,3499,3286,I,PEABODY,MA,"PEABODY,MA",BRMPO,1,NSTF,7136.743799,1816231.535,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1152,3500,3287,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,7355.074539,2227068.851,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1151,3501,3288,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,7122.752662,3065662.048,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1140,3502,3289,I,SWAMPSCOTT,MA,"SWAMPSCOTT,MA",BRMPO,1,NSTF,7234.546634,2163082.891,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
773,3503,3290,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2200.496073,268271.7665,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
508,3504,3297,I,EVERETT,MA,"EVERETT,MA",BRMPO,1,ICC,4155.103498,489788.7749,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1216,3505,3299,I,PEABODY,MA,"PEABODY,MA",BRMPO,1,NSTF,3687.480562,551066.8912,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1154,3506,3300,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,5090.528681,1419822.769,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
456,3507,3298,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,3230.412792,188070.7597,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1153,3508,3301,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,6063.155103,2022218.563,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1150,3509,3302,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,6392.818354,1338168.2,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1149,3510,3303,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,5294.958231,1331794.675,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
777,3511,3304,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2708.207563,418842.8503,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
772,3512,3305,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,1816.319996,182261.5244,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
769,3513,3306,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2398.454919,278424.9726,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
889,3514,4069,I,ARLINGTON,MA,"ARLINGTON,MA",BRMPO,1,ICC,3968.801893,782625.782,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
759,3515,3307,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2885.4377,346148.1736,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
756,3516,3308,I,NAHANT,MA,"NAHANT,MA",BRMPO,1,NSTF,20844.22384,3249301.801,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
511,3517,3309,I,EVERETT,MA,"EVERETT,MA",BRMPO,1,ICC,2326.36356,314278.4988,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
505,3518,3310,I,EVERETT,MA,"EVERETT,MA",BRMPO,1,ICC,3750.281735,308869.9126,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
504,3519,3311,I,EVERETT,MA,"EVERETT,MA",BRMPO,1,ICC,3596.672832,450071.0109,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
779,3520,3320,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,3026.249738,398253.1586,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
455,3521,3312,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,3026.959234,244816.2413,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1215,3522,3313,I,PEABODY,MA,"PEABODY,MA",BRMPO,1,NSTF,5271.0211,866701.3604,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
614,3523,4148,I,SOMERVILLE,MA,"SOMERVILLE,MA",BRMPO,1,ICC,2398.681157,309454.5272,16,66.64788427,158.234668,2256.607218,4.165492767,9.88966675,141.0379511,,97.31618626,95.56204244,DIFF,0.981974799,6.823870058,5.92816808,DIFF,0.868739884,2.874190009,2.678246929,DIFF,0.931826678
1217,3524,3314,I,PEABODY,MA,"PEABODY,MA",BRMPO,1,NSTF,5860.889296,1613220.692,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1156,3525,3315,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,4775.162919,738394.5484,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
762,3526,3321,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,1642.203598,142149.6003,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1155,3527,3316,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,2782.927648,299468.6596,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1164,3528,3317,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,4659.210597,720201.7976,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1158,3529,3318,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,2958.369458,492379.6559,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1159,3530,3319,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,6507.784151,660204.4567,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
761,3531,3323,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2375.678757,275790.4962,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
509,3532,3324,I,EVERETT,MA,"EVERETT,MA",BRMPO,1,ICC,2902.434889,302266.8098,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
510,3533,3325,I,EVERETT,MA,"EVERETT,MA",BRMPO,1,ICC,2417.428941,189365.8746,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
466,3534,3326,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,1917.908213,179916.692,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
3259,3535,3444,I,SHREWSBURY,MA,"SHREWSBURY,MA",CMRPC,0,,6673.063718,1438862.157,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
467,3536,3327,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,4179.979429,568351.9971,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1211,3537,3328,I,PEABODY,MA,"PEABODY,MA",BRMPO,1,NSTF,3181.235413,402894.1711,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
3129,3538,3447,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,5451.637479,1152037.244,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1163,3539,3329,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,4734.666046,1098097.121,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1165,3540,3330,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,3200.581878,419870.016,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1160,3541,3331,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,2433.296221,255147.72,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
491,3542,3353,I,REVERE,MA,"REVERE,MA",BRMPO,1,ICC,3786.16433,772360.5515,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1141,3543,3332,I,MARBLEHEAD,MA,"MARBLEHEAD,MA",BRMPO,1,NSTF,5535.950066,1345292.152,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
468,3544,3339,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,2829.354118,286513.6733,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
506,3545,3340,I,EVERETT,MA,"EVERETT,MA",BRMPO,1,ICC,2414.844496,389118.7802,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1161,3546,3333,I,SALEM,MA,"SALEM,MA",BRMPO,1,NSTF,5550.441608,371110.2682,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
780,3547,3334,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2979.678479,438846.5365,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
764,3548,3335,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,2180.475829,298104.6333,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
763,3549,3336,I,LYNN,MA,"LYNN,MA",BRMPO,1,ICC,3170.252416,405661.9902,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
507,3550,3337,I,EVERETT,MA,"EVERETT,MA",BRMPO,1,ICC,2196.017744,281368.4556,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
464,3551,3338,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,2164.681851,264003.4202,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
488,3552,3342,I,REVERE,MA,"REVERE,MA",BRMPO,1,ICC,3578.489604,599158.2926,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
477,3553,3343,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,3674.396066,454275.0445,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
471,3554,3344,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,1721.038903,181144.5177,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
461,3555,3345,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,1773.381343,159680.8825,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
481,3556,3347,I,REVERE,MA,"REVERE,MA",BRMPO,1,ICC,4214.608442,804969.8207,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
959,3557,3348,I,LEXINGTON,MA,"LEXINGTON,MA",BRMPO,1,MAGIC,4026.07445,936941.0886,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
953,3558,3349,I,LEXINGTON,MA,"LEXINGTON,MA",BRMPO,1,MAGIC,9249.375039,3785509.535,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
